time,google.routes.DistanceMatrix.Http
2018-12-09 02:05:58,1
2018-12-09 16:05:58,0
2018-12-10 22:05:58,0.45454545454545453
2018-12-11 00:05:58,1
2018-12-11 10:05:58,0.6666666666666666
2018-12-11 14:05:58,1
2018-12-11 18:05:58,0.7272727272727273
2018-12-11 20:05:58,1
