time,Median,98th percentile (slowest 2%)
2018-12-09 02:05:58,12.288,16.220159999999996
2018-12-09 16:05:58,524.288,2055.20896
2018-12-10 22:05:58,196.608,933.2326399999996
2018-12-11 00:05:58,163.83999999999997,258.21184
2018-12-11 10:05:58,180.224,1001.39008
2018-12-11 14:05:58,12.288,16.220159999999996
2018-12-11 18:05:58,81.91999999999999,933.2326399999996
2018-12-11 20:05:58,196.608,259.52255999999994
